disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,disasterType,incidentType,title
1582,1,1,1,1,AS,2005-02-18T00:00:00 -05:00,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL"
1583,0,0,1,1,NV,2005-03-07T00:00:00 -05:00,DR,Severe Storm(s),HEAVY RAINS AND FLOODING
1584,0,0,1,1,AK,2005-03-14T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1585,0,0,1,1,CA,2005-04-14T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS"
1586,0,0,1,1,AZ,2005-04-14T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1587,1,1,1,1,PA,2005-04-14T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1588,1,1,0,1,NJ,2005-04-19T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1589,1,1,1,1,NY,2005-04-19T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1590,0,0,1,1,NE,2005-06-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1591,0,0,1,1,ME,2005-06-29T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS"
1592,0,0,1,1,ID,2005-07-06T00:00:00 -04:00,DR,Flood,HEAVY RAINS AND FLOODING
1593,1,1,1,1,AL,2005-07-10T00:00:00 -04:00,DR,Hurricane,HURRICANE DENNIS
1594,0,0,1,1,MS,2005-07-10T00:00:00 -04:00,DR,Hurricane,HURRICANE DENNIS
1595,1,1,1,1,FL,2005-07-10T00:00:00 -04:00,DR,Hurricane,HURRICANE DENNIS
1596,0,0,1,1,SD,2005-07-22T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORM
1597,0,0,1,1,ND,2005-07-22T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION"
1598,0,0,1,1,UT,2005-08-01T00:00:00 -04:00,DR,Flood,FLOODING AND LANDSLIDES
1599,1,1,0,1,WY,2005-08-22T00:00:00 -04:00,DR,Tornado,TORNADO
1600,0,0,1,1,KS,2005-08-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1601,0,0,1,1,LA,2005-08-23T00:00:00 -04:00,DR,Severe Storm(s),TROPICAL STORM CINDY
1602,0,0,1,1,FL,2005-08-28T00:00:00 -04:00,DR,Hurricane,HURRICANE KATRINA
1603,1,1,1,1,LA,2005-08-29T00:00:00 -04:00,DR,Hurricane,HURRICANE KATRINA
1604,1,1,1,1,MS,2005-08-29T00:00:00 -04:00,DR,Hurricane,HURRICANE KATRINA
1605,1,1,1,1,AL,2005-08-29T00:00:00 -04:00,DR,Hurricane,HURRICANE KATRINA
1606,1,1,1,1,TX,2005-09-24T00:00:00 -04:00,DR,Hurricane,HURRICANE RITA 
1607,1,1,1,1,LA,2005-09-24T00:00:00 -04:00,DR,Hurricane,HURRICANE RITA 
1608,0,0,1,1,NC,2005-10-07T00:00:00 -04:00,DR,Hurricane,HURRICANE OPHELIA
1609,1,1,1,1,FL,2005-10-24T00:00:00 -04:00,DR,Hurricane,HURRICANE WILMA
1610,1,1,1,1,NH,2005-10-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1611,0,0,1,1,MP,2005-11-08T00:00:00 -05:00,DR,Typhoon,TYPHOON NABI
1612,1,1,1,1,IN,2005-11-08T00:00:00 -05:00,DR,Tornado,TORNADO AND SEVERE STORMS
1613,0,0,1,1,PR,2005-11-10T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1614,1,1,1,1,MA,2005-11-10T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1615,0,0,1,1,KS,2005-11-15T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1616,0,0,1,1,ND,2005-11-21T00:00:00 -05:00,DR,Snow,SEVERE WINTER STORM AND RECORD AND/OR NEAR RECORD SNOW
1617,1,1,0,1,KY,2005-12-01T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES 
1618,0,0,1,1,AK,2005-12-09T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE FALL STORM, TIDAL SURGES, AND FLOODING"
1619,0,0,1,1,CT,2005-12-16T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1620,0,0,1,1,SD,2005-12-20T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1621,0,0,1,1,ND,2006-01-04T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1622,0,0,1,1,MN,2006-01-04T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1623,1,1,1,1,OK,2006-01-10T00:00:00 -05:00,DR,Fire,EXTREME WILDFIRE THREAT
1624,1,1,1,1,TX,2006-01-11T00:00:00 -05:00,DR,Fire,EXTREME WILDFIRE THREAT
1625,0,0,1,1,SC,2006-01-20T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE ICE STORM
1626,0,0,1,1,KS,2006-01-26T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1627,0,0,1,1,NE,2006-01-26T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1628,1,1,1,1,CA,2006-02-03T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES"
1629,0,0,1,1,NV,2006-02-03T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1630,0,0,1,1,ID,2006-02-27T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1631,1,1,1,1,MO,2006-03-16T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING"
1632,0,0,1,1,OR,2006-03-20T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1633,1,1,1,1,IL,2006-03-28T00:00:00 -05:00,DR,Severe Storm(s),TORNADOES AND SEVERE STORMS
1634,1,1,1,1,TN,2006-04-05T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1635,1,1,1,1,MO,2006-04-05T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1636,1,1,1,1,AR,2006-04-12T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1637,1,1,0,1,OK,2006-04-13T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1638,0,0,1,1,KS,2006-04-13T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT LINE WINDS"
1640,1,1,1,1,HI,2006-05-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1641,0,0,1,1,WA,2006-05-17T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, TIDAL SURGE, LANDSLIDES, AND MUDSLIDES"
1642,1,1,1,1,MA,2006-05-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1643,1,1,1,1,NH,2006-05-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1644,1,1,1,1,ME,2006-05-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1645,0,0,1,1,ND,2006-06-05T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION"
1646,0,0,1,1,CA,2006-06-05T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1647,0,0,1,1,SD,2006-06-05T00:00:00 -04:00,DR,Severe Storm(s),SEVERE WINTER STORM
1648,0,0,1,1,MN,2006-06-05T00:00:00 -04:00,DR,Flood,FLOODING
1649,1,1,1,1,PA,2006-06-30T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND MUDSLIDES"
1650,1,1,1,1,NY,2006-07-01T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1651,1,1,0,1,OH,2006-07-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING"
1652,0,0,1,1,MD,2006-07-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1653,1,1,1,1,NJ,2006-07-07T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1654,0,0,1,1,DE,2006-07-05T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1655,0,0,1,1,VA,2006-07-13T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1656,1,1,1,1,OH,2006-08-01T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT LINE WINDS, AND FLOODING"
1657,0,0,1,1,AK,2006-08-04T00:00:00 -04:00,DR,Flood,SNOW MELT AND ICE JAM FLOODING
1658,1,1,1,1,TX,2006-08-15T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1659,1,1,1,1,NM,2006-08-30T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1660,0,0,1,1,AZ,2006-09-07T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1661,0,0,1,1,VA,2006-09-22T00:00:00 -04:00,DR,Severe Storm(s),"TROPICAL DEPRESSION ERNESTO, SEVERE STORMS AND FLOODING"
1662,1,1,0,1,IN,2006-10-06T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1663,0,0,1,1,AK,2006-10-16T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1664,1,1,1,1,HI,2006-10-17T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE
1665,1,1,1,1,NY,2006-10-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1666,0,0,1,1,AK,2006-10-27T00:00:00 -04:00,DR,Fire,FIRE
1667,0,0,1,1,MO,2006-11-02T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS
1668,1,1,1,1,LA,2006-11-02T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1669,0,0,1,1,AK,2006-12-08T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1670,1,1,1,1,NY,2006-12-12T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1671,1,1,1,1,WA,2006-12-12T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1672,0,0,1,1,OR,2006-12-29T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1673,0,0,1,1,MO,2006-12-29T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS
1674,0,0,1,1,NE,2007-01-07T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS
1675,0,0,1,1,KS,2007-01-07T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1676,0,0,1,1,MO,2007-01-15T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORMS AND FLOODING
1677,0,0,1,1,OK,2007-02-01T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM
1678,0,0,1,1,OK,2007-02-01T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS 
1679,1,1,1,1,FL,2007-02-03T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1680,1,1,0,1,FL,2007-02-08T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1681,0,0,1,1,IL,2007-02-09T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORM
1682,0,0,1,1,WA,2007-02-14T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER STORM, LANDSLIDES, AND MUDSLIDES"
1683,0,0,1,1,OR,2007-02-22T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORM AND FLOODING
1684,0,0,1,1,PA,2007-02-23T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1685,1,1,0,1,LA,2007-02-23T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1686,1,1,1,1,GA,2007-03-03T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES 
1687,1,1,1,1,AL,2007-03-03T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES 
1688,0,0,1,1,IA,2007-03-14T00:00:00 -04:00,DR,Severe Storm(s),SEVERE WINTER STORMS
1689,0,1,0,1,CA,2007-03-13T00:00:00 -04:00,DR,Freezing,SEVERE FREEZE
1690,1,1,0,1,NM,2007-04-02T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1691,0,0,1,1,ME,2007-04-20T00:00:00 -04:00,DR,Flood,FLOODING
1692,1,1,1,1,NY,2007-04-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING
1693,1,1,1,1,ME,2007-04-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING
1694,1,1,1,1,NJ,2007-04-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING
1695,1,1,1,1,NH,2007-04-27T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1696,0,0,1,1,WV,2007-05-01T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1697,1,1,1,1,TX,2007-05-01T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1698,0,0,1,1,VT,2007-05-04T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1699,1,1,1,1,KS,2007-05-06T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1700,1,1,1,1,CT,2007-05-11T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1701,0,0,1,1,MA,2007-05-16T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING
1702,1,1,1,1,SD,2007-05-22T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1703,0,0,1,1,KY,2007-05-25T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND ROCKSLIDES"
1704,0,0,1,1,RI,2007-05-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND INLAND AND COASTAL FLOODING
1705,1,1,1,1,IA,2007-05-25T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1706,0,0,1,1,NE,2007-06-06T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1707,0,0,1,1,OK,2007-06-07T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES AND FLOODING"
1708,1,1,1,1,MO,2007-06-11T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1709,1,1,1,1,TX,2007-06-29T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1710,0,0,1,1,NY,2007-07-02T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1711,1,1,1,1,KS,2007-07-02T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1712,1,1,1,1,OK,2007-07-07T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1713,0,0,1,1,ND,2007-07-17T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1714,0,0,1,1,NE,2007-07-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1715,0,0,1,1,VT,2007-08-03T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1716,0,0,1,1,ME,2007-08-08T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1717,1,1,1,1,MN,2007-08-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1718,1,1,1,1,OK,2007-08-24T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1719,1,1,1,1,WI,2007-08-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1720,1,1,1,1,OH,2007-08-27T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1721,0,0,1,1,NE,2007-08-29T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1722,1,1,0,1,IL,2007-08-30T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1723,0,0,1,1,OK,2007-08-31T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1724,1,1,0,1,NY,2007-08-31T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADO"
1725,0,0,1,1,ND,2007-09-07T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1726,1,1,1,1,ND,2007-09-07T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1727,0,0,1,1,IA,2007-09-14T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1728,0,0,1,1,MO,2007-09-21T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1729,1,1,1,1,IL,2007-09-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1730,1,1,0,1,TX,2007-10-02T00:00:00 -04:00,DR,Severe Storm(s),TROPICAL STORM ERIN
1731,1,1,1,1,CA,2007-10-24T00:00:00 -04:00,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS"
1732,1,1,0,1,IN,2007-11-30T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1733,1,1,1,1,OR,2007-12-08T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1734,1,1,1,1,WA,2007-12-08T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1735,0,0,1,1,OK,2007-12-18T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORMS
1736,0,0,1,1,MO,2007-12-27T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORMS
1737,0,0,1,1,IA,2008-01-04T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORM
1738,1,1,1,1,NV,2008-01-08T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS AND FLOODING
1739,0,0,1,1,NE,2008-01-11T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE WINTER STORM
1740,1,1,1,1,IN,2008-01-30T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1741,0,0,1,1,KS,2008-02-01T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS
1742,0,0,1,1,MO,2008-02-05T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1743,0,0,1,1,HI,2008-02-06T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, HIGH SURF, FLOODING, AND MUDSLIDES"
1744,1,1,1,1,AR,2008-02-07T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1745,1,1,1,1,TN,2008-02-07T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING "
1746,1,1,1,1,KY,2008-02-21T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND"
1747,1,1,0,1,IL,2008-03-07T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1748,0,0,1,1,MO,2008-03-12T00:00:00 -04:00,DR,Severe Ice Storm,SEVERE WINTER STORMS AND FLOODING
1749,1,1,1,1,MO,2008-03-19T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1750,1,1,1,1,GA,2008-03-20T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1751,1,1,1,1,AR,2008-03-26T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1752,0,0,1,1,OK,2008-05-05T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1753,1,1,0,1,MS,2008-05-08T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1754,0,0,1,1,OK,2008-05-09T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING"
1755,1,1,1,1,ME,2008-05-09T00:00:00 -04:00,DR,Flood,SEVERE STORMS AND FLOODING
1756,1,1,1,1,OK,2008-05-14T00:00:00 -04:00,DR,Severe Storm(s)," SEVERE STORMS, TORNADOES, AND FLOODING"
1757,0,0,1,1,KY,2008-05-19T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES"
1758,1,1,1,1,AR,2008-05-20T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1759,0,0,1,1,SD,2008-05-22T00:00:00 -04:00,DR,Snow,SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW
1760,1,1,0,1,MO,2008-05-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1761,1,1,1,1,GA,2008-05-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1762,1,1,0,1,CO,2008-05-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1763,1,1,1,1,IA,2008-05-27T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1764,1,1,1,1,MS,2008-05-28T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1765,0,0,1,1,NE,2008-05-30T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1766,1,1,1,1,IN,2008-06-08T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1767,0,0,1,1,MT,2008-06-13T00:00:00 -04:00,DR,Severe Storm(s),SEVERE WINTER STORM
1768,1,1,1,1,WI,2008-06-14T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1769,1,1,1,1,WV,2008-06-19T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND"
1770,1,1,1,1,NE,2008-06-20T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1771,1,1,1,1,IL,2008-06-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1772,0,0,1,1,MN,2008-06-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1773,1,1,1,1,MO,2008-06-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1774,0,0,1,1,SD,2008-07-09T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1775,0,0,1,1,OK,2008-07-09T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1776,0,0,1,1,KS,2008-07-09T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES"
1777,0,0,1,1,MI,2008-07-14T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1778,0,0,1,1,VT,2008-07-15T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1779,0,0,1,1,NE,2008-07-18T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING"
1780,1,1,1,1,TX,2008-07-24T00:00:00 -04:00,DR,Hurricane,HURRICANE DOLLY
1781,0,0,1,1,ID,2008-07-31T00:00:00 -04:00,DR,Flood,FLOODING
1782,0,0,1,1,NH,2008-08-11T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING"
1783,0,0,1,1,NM,2008-08-14T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1784,0,0,1,1,VT,2008-08-15T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, A TORNADO, AND FLOODING"
1785,1,1,1,1,FL,2008-08-24T00:00:00 -04:00,DR,Severe Storm(s),TROPICAL STORM FAY
1786,1,1,1,1,LA,2008-09-02T00:00:00 -04:00,DR,Hurricane,HURRICANE GUSTAV 
1787,0,0,1,1,NH,2008-09-05T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1788,0,0,1,1,ME,2008-09-09T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES"
1789,0,0,1,1,AL,2008-09-10T00:00:00 -04:00,DR,Hurricane,HURRICANE GUSTAV
1790,0,0,1,1,VT,2008-09-12T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1791,1,1,1,1,TX,2008-09-13T00:00:00 -04:00,DR,Hurricane,HURRICANE IKE
1792,1,1,1,1,LA,2008-09-13T00:00:00 -04:00,DR,Hurricane,HURRICANE IKE
1793,0,0,1,1,AR,2008-09-18T00:00:00 -04:00,DR,Hurricane,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE GUSTAV
1794,1,1,1,1,MS,2008-09-22T00:00:00 -04:00,DR,Hurricane,HURRICANE GUSTAV
1795,1,1,1,1,IN,2008-09-23T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1796,0,0,1,1,AK,2008-09-26T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES"
1797,0,0,1,1,AL,2008-09-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE
